X,Label,Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Replicate,Generation,Line
724,control_10.jpg,0.759,1.964,0.492,95.88,0.51,1.888,167,237,99.335,0.498,3.99,0.251,0.942,167,237,R1,G1,Control
1769,batch7.jpeg,0.751,1.952,0.49,88.392,0.51,1.908,454,805,85.236,0.475,3.984,0.251,0.956,459,733,R1,G5,Large_responce
381,batch2.jpeg,0.774,1.975,0.499,93.506,0.51,1.916,344,299,97.125,0.497,3.954,0.253,0.94,344,299,R1,G5,Large_responce
717,batch3.jpeg,0.8,2.005,0.508,93.115,0.51,1.96,482,202,94.635,0.511,3.949,0.253,0.943,482,202,R1,G5,Large_responce
830,batch3.jpeg,0.619,1.766,0.446,91.841,0.51,1.739,683,602,95.711,0.436,3.959,0.253,0.943,683,602,R1,G7,Control
1468,batch5.jpeg,0.698,1.87,0.475,89.268,0.51,1.829,624,1137,85.03,0.449,3.938,0.254,0.965,622,1068,R1,G5,Large_responce
1509,C5.jpeg,0.623,1.764,0.449,96.69,0.51,1.733,572,56,101.31,0.456,3.926,0.255,0.94,572,56,R1,G5,Control
1698,C5.jpeg,0.733,1.912,0.488,90.236,0.51,1.861,545,683,94.028,0.471,3.914,0.255,0.942,545,683,R1,G5,Control
800,batch3.jpeg,0.775,1.968,0.502,89.652,0.51,1.908,565,510,94.764,0.502,3.922,0.255,0.946,565,510,R1,G5,Large_responce
1165,batch4.jpeg,0.82,2.02,0.517,83.483,0.51,1.975,487,960,81.545,0.527,3.906,0.256,0.937,496,886,R1,G5,Large_responce
373,C2.jpeg,0.623,1.761,0.451,93.641,0.51,1.716,797,72,97.883,0.454,3.907,0.256,0.944,797,72,R1,G5,Control
704,batch3.jpeg,0.726,1.901,0.486,92.898,0.51,1.86,694,119,96.52,0.495,3.912,0.256,0.949,694,119,R1,G5,Large_responce
607,batch2.jpeg,0.866,2.074,0.532,91.408,0.51,2.041,1017,1127,95.194,0.528,3.901,0.256,0.952,1017,1127,R1,G5,Large_responce
37,batch1.jpeg,0.576,1.689,0.434,97.048,0.51,1.642,962,146,98.746,0.436,3.892,0.257,0.94,962,146,R1,G7,Large_responce
37,batch6.jpeg,0.683,1.84,0.472,93.809,0.51,1.802,600,298,96.71,0.473,3.895,0.257,0.942,600,298,R1,G5,Control
968,batch4.jpeg,0.61,1.739,0.447,83.562,0.51,1.709,404,131,78.198,0.45,3.895,0.257,0.944,408,64,R1,G7,Large_responce
1388,C4.jpeg,0.708,1.872,0.482,89.154,0.51,1.813,463,1100,84.207,0.471,3.886,0.257,0.951,468,1031,R1,G5,Control
151,control_batch_01.jpg,0.667,1.814,0.468,125.728,0.51,1.756,852,1198,125.538,0.483,3.875,0.258,0.921,855,1196,R1,G1,Control
879,C3.jpeg,0.729,1.896,0.489,94.698,0.51,1.875,503,601,98.017,0.491,3.876,0.258,0.942,503,601,R1,G5,Control
119,batch1.jpeg,0.795,1.977,0.512,94.247,0.51,1.936,669,573,95.477,0.524,3.86,0.259,0.933,669,573,R1,G5,Large_responce
682,batch3.jpeg,0.74,1.906,0.494,84.824,0.51,1.88,394,288,84.668,0.495,3.856,0.259,0.94,398,213,R1,G7,Large_responce
1750,batch5.jpeg,0.841,2.032,0.527,89.148,0.51,1.962,1139,1289,85.914,0.519,3.857,0.259,0.953,1135,1191,R1,G6,Large_responce
446,batch2.jpeg,0.673,1.815,0.473,86.796,0.51,1.776,636,573,84.883,0.484,3.84,0.26,0.932,636,506,R1,G5,Large_responce
513,batch2.jpeg,0.814,1.996,0.519,86.243,0.51,1.935,787,989,83.333,0.536,3.843,0.26,0.945,787,912,R1,G7,Large_responce
1048,batch4.jpeg,0.841,2.027,0.528,85.084,0.51,1.975,178,351,81.545,0.54,3.84,0.26,0.946,180,277,R1,G5,Large_responce
1954,batch6.jpeg,0.699,1.849,0.482,93.441,0.51,1.808,490,491,96.34,0.482,3.84,0.26,0.946,490,491,R1,G6,Large_responce
485,C2.jpeg,0.817,2,0.521,93.046,0.51,1.962,716,438,92.291,0.52,3.841,0.26,0.95,716,438,R1,G5,Control
384,batch5.jpeg,0.602,1.717,0.446,88.975,0.51,1.685,994,349,85.061,0.435,3.845,0.26,0.954,995,268,R1,G7,Control
1134,C4.jpeg,0.904,2.104,0.547,89.755,0.51,2.069,476,236,86.379,0.523,3.848,0.26,0.961,480,157,R1,G5,Control
1072,batch4.jpeg,0.717,1.869,0.488,93.363,0.51,1.805,547,389,95.877,0.494,3.83,0.261,0.933,547,389,R1,G5,Large_responce
1552,batch5.jpeg,0.799,1.976,0.515,94.019,0.51,1.937,1134,56,98.297,0.514,3.838,0.261,0.937,1134,56,R1,G6,Large_responce
284,batch4.jpeg,0.499,1.561,0.407,86.295,0.51,1.529,328,1605,82.504,0.408,3.835,0.261,0.939,328,1529,R1,G4,Control
1660,C5.jpeg,0.686,1.828,0.477,88.843,0.51,1.79,966,644,83.29,0.471,3.828,0.261,0.943,973,576,R1,G5,Control
213,batch1.jpeg,0.972,2.178,0.568,92.096,0.51,2.123,544,1007,95.711,0.573,3.834,0.261,0.943,544,1007,R1,G5,Large_responce
630,batch2.jpeg,0.777,1.946,0.508,85.12,0.51,1.901,267,1293,80.407,0.51,3.829,0.261,0.943,269,1222,R1,G5,Large_responce
1522,batch5.jpeg,0.989,2.198,0.573,81.115,0.51,2.154,543,1463,78.69,0.571,3.837,0.261,0.947,550,1383,R1,G5,Large_responce
1535,batch5.jpeg,0.973,2.18,0.568,81.54,0.51,2.149,766,1479,79.38,0.575,3.836,0.261,0.95,772,1399,R1,G5,Large_responce
534,batch2.jpeg,0.688,1.83,0.479,82.956,0.51,1.792,538,1774,80.858,0.479,3.822,0.262,0.943,550,1687,R1,G4,Large_responce
1337,C4.jpeg,0.736,1.89,0.496,92.062,0.51,1.842,504,863,96.52,0.497,3.811,0.262,0.948,504,863,R1,G5,Control
1072,C3.jpeg,0.666,1.796,0.472,55.204,0.51,1.763,832,1364,57.724,0.503,3.804,0.263,0.913,863,1306,R1,G5,Control
1083,control_6.jpg,0.699,1.84,0.484,80.557,0.51,1.792,586,1014,79.33,0.489,3.804,0.263,0.935,597,945,R1,G1,Control
1344,batch4.jpeg,0.575,1.667,0.439,94.54,0.51,1.625,765,850,95.641,0.45,3.798,0.263,0.935,765,850,R1,G6,Large_responce
782,C3.jpeg,0.673,1.805,0.474,79.672,0.51,1.756,874,306,75.343,0.471,3.805,0.263,0.937,889,241,R1,G5,Control
115,batch1.jpeg,0.738,1.892,0.497,88.822,0.51,1.841,1078,592,93.731,0.503,3.807,0.263,0.941,1078,592,R1,G6,Large_responce
17,batch1.jpeg,0.65,1.773,0.467,96.979,0.51,1.72,449,37,95.774,0.468,3.799,0.263,0.941,449,37,R1,G7,Control
243,batch1.jpeg,0.872,2.053,0.541,91.155,0.51,1.985,557,1167,95.194,0.539,3.797,0.263,0.943,557,1167,R1,G6,Large_responce
1331,batch5.jpeg,1.018,2.221,0.584,86.986,0.51,2.228,550,502,84.56,0.581,3.805,0.263,0.948,552,418,R1,G5,Large_responce
112,batch6.jpeg,0.827,2.002,0.526,93.872,0.51,1.95,522,612,96.754,0.53,3.805,0.263,0.952,522,612,R1,G4,Large_responce
827,batch3.jpeg,0.81,1.982,0.521,89.774,0.51,1.925,193,217,95.356,0.499,3.808,0.263,0.958,193,217,R1,G6,Large_responce
818,C3.jpeg,0.729,1.875,0.495,88.937,0.51,1.839,608,416,84.289,0.497,3.786,0.264,0.934,613,346,R1,G5,Control
236,batch1.jpeg,0.72,1.862,0.492,86.722,0.51,1.832,1062,1729,87.455,0.493,3.783,0.264,0.939,1065,1639,R1,G4,Large_responce
52,batch1.jpeg,0.704,1.842,0.487,93.762,0.51,1.801,1012,416,96.483,0.488,3.787,0.264,0.94,1012,416,R1,G4,Large_responce
1889,batch8.jpeg,0.77,1.927,0.508,0.193,0.51,1.881,1074,248,175.17,0.502,3.79,0.264,0.941,1110,238,R1,G5,Large_responce
68,batch4.jpeg,0.692,1.827,0.482,98.472,0.51,1.782,406,388,98.696,0.481,3.79,0.264,0.946,406,388,R1,G7,Control
993,batch3.jpeg,0.621,1.731,0.457,85.849,0.51,1.685,931,1078,84.56,0.463,3.791,0.264,0.948,938,994,R1,G6,Large_responce
474,batch2.jpeg,0.858,2.035,0.537,84.054,0.51,1.986,1202,553,80.159,0.553,3.79,0.264,0.949,1217,455,R1,G6,Large_responce
10,batch6.jpeg,0.575,1.665,0.439,88.589,0.51,1.639,487,42,94.185,0.439,3.789,0.264,0.949,487,42,R1,G7,Control
37,batch6.jpeg,0.749,1.9,0.502,88.182,0.51,1.858,1064,259,86.309,0.498,3.782,0.264,0.953,1063,166,R1,G7,Control
399,batch2.jpeg,0.634,1.749,0.461,92.211,0.51,1.714,196,109,86.785,0.462,3.792,0.264,0.956,194,20,R1,G7,Control
938,C3.jpeg,0.543,1.615,0.428,93.286,0.51,1.579,672,811,96.654,0.43,3.774,0.265,0.934,672,811,R1,G5,Control
392,C2.jpeg,0.708,1.844,0.489,98.698,0.51,1.805,404,82,100.008,0.495,3.772,0.265,0.936,404,82,R1,G5,Control
43,batch1.jpeg,0.848,2.017,0.535,92.163,0.51,1.98,595,271,90.764,0.541,3.77,0.265,0.936,595,271,R1,G5,Large_responce
939,batch3.jpeg,0.927,2.112,0.559,93.323,0.51,2.037,434,1357,97.038,0.565,3.778,0.265,0.945,434,1357,R1,G7,Large_responce
1629,C5.jpeg,0.807,1.971,0.522,91.897,0.51,1.941,534,423,94.635,0.52,3.778,0.265,0.946,534,423,R1,G5,Control
1849,batch7.jpeg,0.972,2.161,0.572,87.081,0.51,2.14,414,1209,87.879,0.573,3.775,0.265,0.946,415,1128,R1,G5,Large_responce
1008,batch4.jpeg,0.689,1.818,0.482,87.83,0.51,1.777,741,1230,84.746,0.488,3.769,0.265,0.95,739,1143,R1,G4,Large_responce
937,batch4.jpeg,0.644,1.76,0.466,89.662,0.51,1.716,1000,781,84.56,0.447,3.774,0.265,0.957,1006,697,R1,G4,Large_responce
849,batch3.jpeg,0.661,1.783,0.472,88.301,0.51,1.727,439,409,84.026,0.459,3.776,0.265,0.959,447,323,R1,G6,Large_responce
1864,batch5.jpeg,0.805,1.963,0.522,54.028,0.51,1.933,1250,1878,56.802,0.538,3.76,0.266,0.93,1297,1796,R1,G6,Large_responce
866,C3.jpeg,0.686,1.812,0.482,87.199,0.51,1.764,812,596,83.191,0.491,3.761,0.266,0.939,819,529,R1,G5,Control
234,C1.jpeg,0.652,1.765,0.47,92.343,0.51,1.738,773,878,96.911,0.471,3.754,0.266,0.946,773,878,R1,G5,Control
37,batch6.jpeg,0.817,1.979,0.526,85.636,0.51,1.949,1328,397,86.496,0.52,3.765,0.266,0.951,1331,299,R1,G4,Control
1770,batch5.jpeg,0.767,1.914,0.51,91.844,0.51,1.846,857,1308,95.587,0.499,3.755,0.266,0.956,857,1308,R1,G6,Large_responce
1467,C4.jpeg,0.627,1.73,0.462,84.374,0.51,1.707,814,1354,84.726,0.472,3.746,0.267,0.929,815,1289,R1,G5,Control
107,batch4.jpeg,0.791,1.941,0.519,99.9,0.51,1.895,494,599,103.276,0.531,3.744,0.267,0.938,494,599,R1,G7,Control
173,batch4.jpeg,0.769,1.915,0.511,84.779,0.51,1.876,859,1060,81.439,0.514,3.747,0.267,0.94,861,967,R1,G4,Control
203,batch1.jpeg,0.692,1.815,0.485,90.995,0.51,1.777,208,962,94.028,0.474,3.74,0.267,0.94,208,962,R1,G7,Large_responce
1971,batch6.jpeg,0.834,1.994,0.533,97.449,0.51,1.94,340,608,98.881,0.534,3.743,0.267,0.943,340,608,R1,G6,Large_responce
1408,batch4.jpeg,0.636,1.741,0.465,89.765,0.51,1.721,679,1189,93.991,0.459,3.746,0.267,0.947,679,1189,R1,G6,Large_responce
1609,C5.jpeg,0.865,2.03,0.542,93.2,0.51,1.975,838,407,96.843,0.544,3.744,0.267,0.948,838,407,R1,G5,Control
209,batch2.jpeg,0.745,1.886,0.503,87.737,0.51,1.853,532,1015,88.741,0.489,3.75,0.267,0.955,533,924,R1,G4,Control
258,batch1.jpeg,0.939,2.116,0.565,88.668,0.51,2.057,461,1369,88.332,0.559,3.746,0.267,0.956,463,1266,R1,G6,Large_responce
1689,batch5.jpeg,0.763,1.907,0.51,91.026,0.51,1.862,412,833,94.304,0.499,3.74,0.267,0.958,412,833,R1,G6,Large_responce
546,control_9.jpg,0.546,1.612,0.432,157.243,0.51,1.576,626,85,155.095,0.441,3.734,0.268,0.921,628,83,R1,G1,Control
939,batch3.jpeg,0.871,2.036,0.545,91.743,0.51,1.989,1049,1180,95.332,0.571,3.738,0.268,0.93,1049,1180,R1,G5,Large_responce
1737,C5.jpeg,0.813,1.965,0.527,93.77,0.51,1.923,957,838,97.028,0.533,3.731,0.268,0.931,957,838,R1,G5,Control
1396,batch5.jpeg,0.929,2.099,0.563,87.785,0.51,2.073,527,824,83.418,0.569,3.725,0.268,0.934,535,746,R1,G5,Large_responce
535,batch2.jpeg,0.78,1.924,0.516,93.141,0.51,1.887,960,698,96.072,0.523,3.73,0.268,0.937,960,698,R1,G6,Large_responce
18,batch1.jpeg,0.647,1.751,0.47,94.323,0.51,1.7,370,170,96.87,0.465,3.725,0.268,0.942,370,170,R1,G4,Large_responce
23,batch6.jpeg,0.811,1.964,0.526,91.374,0.51,1.922,248,205,96.089,0.535,3.737,0.268,0.944,248,205,R1,G4,Large_responce
184,batch6.jpeg,0.583,1.665,0.446,89.573,0.51,1.638,665,1105,86.511,0.439,3.737,0.268,0.95,669,1023,R1,G7,Control
1797,batch5.jpeg,0.818,1.972,0.528,88.296,0.51,1.927,732,1550,84.053,0.519,3.734,0.268,0.952,741,1454,R1,G6,Large_responce
972,batch3.jpg,0.612,1.705,0.457,174.593,0.51,1.658,2075,1513,174.461,0.457,3.731,0.268,0.955,2115,1499,R1,G6,Control
331,batch2.jpeg,0.875,2.036,0.547,93.072,0.51,2.001,1017,81,93.576,0.558,3.722,0.269,0.926,1017,81,R1,G7,Large_responce
187,batch1.jpeg,0.697,1.817,0.488,92.556,0.51,1.802,576,879,93.972,0.499,3.723,0.269,0.938,576,879,R1,G7,Large_responce
185,batch1.jpeg,0.71,1.831,0.493,91.683,0.51,1.795,865,1014,96.271,0.504,3.712,0.269,0.943,865,1014,R1,G4,Control
13,batch4.jpeg,0.587,1.666,0.449,86.212,0.51,1.651,1003,166,82.36,0.452,3.712,0.269,0.951,1013,84,R1,G4,Control
1412,batch4.jpeg,0.662,1.769,0.477,90.134,0.51,1.725,497,1211,95.315,0.459,3.712,0.269,0.951,497,1211,R1,G6,Large_responce
320,batch4.jpeg,0.735,1.866,0.502,94.174,0.51,1.841,718,1673,97.765,0.511,3.72,0.269,0.952,718,1673,R1,G7,Control
1421,batch5.jpeg,0.854,2.009,0.541,89.85,0.51,1.96,608,927,85.365,0.528,3.713,0.269,0.954,613,853,R1,G5,Large_responce
493,batch6.jpeg,0.817,1.966,0.529,88.164,0.51,1.922,149,1267,84.472,0.514,3.718,0.269,0.954,148,1174,R1,G7,Large_responce
770,C3.jpeg,0.778,1.914,0.518,92.099,0.51,1.887,667,157,93.972,0.515,3.698,0.27,0.928,667,157,R1,G5,Control
332,C1.jpeg,0.703,1.82,0.492,80.05,0.51,1.789,508,1271,78.198,0.508,3.697,0.27,0.937,521,1204,R1,G5,Control
157,control_batch_01.jpg,0.845,1.997,0.538,79.383,0.51,1.968,962,1314,76.504,0.57,3.71,0.27,0.94,979,1239,R1,G1,Control
461,batch2.jpeg,0.686,1.799,0.486,94.192,0.51,1.772,508,587,93.417,0.494,3.705,0.27,0.941,508,587,R1,G5,Large_responce
497,batch5.jpeg,0.612,1.7,0.458,91.012,0.51,1.664,527,840,95.001,0.477,3.71,0.27,0.941,527,840,R1,G7,Control
411,batch2.jpeg,0.84,1.991,0.537,93.162,0.51,1.953,235,934,91.79,0.538,3.707,0.27,0.943,235,934,R1,G4,Large_responce
1234,batch4.jpeg,0.834,1.983,0.536,85.31,0.51,1.949,584,469,83.53,0.542,3.702,0.27,0.943,585,372,R1,G6,Large_responce
1671,batch7.jpeg,0.839,1.989,0.537,81.731,0.51,1.965,276,321,83.83,0.542,3.7,0.27,0.944,283,247,R1,G5,Large_responce
943,batch3.jpeg,0.944,2.109,0.57,86.34,0.51,2.073,837,1262,83.418,0.575,3.701,0.27,0.945,845,1184,R1,G5,Large_responce
115,batch1.jpeg,0.717,1.838,0.497,86.439,0.51,1.815,1240,768,83.797,0.497,3.697,0.27,0.946,1249,676,R1,G4,Control
27,batch1.jpeg,0.848,1.998,0.54,92.94,0.51,1.959,1211,218,92.921,0.554,3.698,0.27,0.946,1211,218,R1,G6,Large_responce
919,batch3.jpg,0.665,1.772,0.478,0.362,0.51,1.731,526,1187,1.986,0.48,3.709,0.27,0.956,666,1162,R1,G6,Control
1843,batch5.jpg,0.541,1.597,0.432,177.623,0.51,1.547,3321,1775,174.437,0.431,3.7,0.27,0.961,3369,1760,R1,G6,Control
1598,batch6.jpeg,0.759,1.887,0.512,94.202,0.51,1.878,766,780,93.225,0.516,3.684,0.271,0.932,766,780,R1,G5,Large_responce
210,batch2.jpeg,0.59,1.667,0.451,80.425,0.51,1.637,973,1004,79.249,0.463,3.696,0.271,0.933,977,925,R1,G4,Control
1977,batch8.jpeg,0.827,1.972,0.534,157.71,0.51,1.956,603,752,158.629,0.553,3.692,0.271,0.935,608,750,R1,G5,Large_responce
251,batch1.jpeg,0.876,2.029,0.549,101.675,0.51,2.005,705,1149,102.938,0.564,3.694,0.271,0.937,705,1149,R1,G5,Large_responce
201,batch6.jpeg,0.591,1.666,0.452,91.679,0.51,1.642,733,1131,95.572,0.439,3.685,0.271,0.941,733,1131,R1,G7,Control
470,batch2.jpeg,0.947,2.111,0.571,89.697,0.51,2.043,235,454,94.485,0.579,3.694,0.271,0.943,235,454,R1,G6,Large_responce
387,batch1.jpeg,0.822,1.966,0.533,6.811,0.51,1.92,543,1897,8.973,0.527,3.691,0.271,0.947,598,1874,R1,G6,Large_responce
176,batch1.jpeg,0.733,1.856,0.503,91.748,0.51,1.806,206,867,95.711,0.499,3.692,0.271,0.949,206,867,R1,G6,Large_responce
706,C2.jpeg,0.651,1.746,0.475,56.742,0.51,1.705,902,1329,54.36,0.508,3.676,0.272,0.906,935,1276,R1,G5,Control
922,batch3.jpeg,0.97,2.13,0.58,83.816,0.51,2.085,889,1355,78.959,0.584,3.672,0.272,0.935,903,1273,R1,G7,Large_responce
92,batch4.jpeg,0.771,1.898,0.517,92.822,0.51,1.854,1364,503,98.043,0.515,3.672,0.272,0.944,1364,503,R1,G4,Control
566,batch3.jpeg,0.867,2.014,0.548,90.661,0.51,1.961,682,176,95.356,0.566,3.675,0.272,0.944,682,176,R1,G4,Large_responce
764,batch3.jpeg,0.794,1.927,0.524,89.602,0.51,1.874,912,1418,93.111,0.529,3.674,0.272,0.947,912,1418,R1,G4,Large_responce
1888,batch5.jpg,0.68,1.784,0.485,4.244,0.51,1.744,956,2048,7.247,0.482,3.68,0.272,0.951,1093,2013,R1,G6,Control
756,batch2.jpg,0.767,1.894,0.515,0.916,0.51,1.841,848,2647,2.179,0.505,3.674,0.272,0.96,930,2619,R1,G6,Control
707,C2.jpeg,0.619,1.698,0.464,59.717,0.51,1.686,944,1342,60.255,0.49,3.661,0.273,0.902,968,1285,R1,G5,Control
1333,batch5.jpeg,0.656,1.749,0.478,96.898,0.51,1.732,1015,1295,99.462,0.493,3.662,0.273,0.932,1015,1295,R1,G4,Large_responce
1043,batch3.jpeg,0.595,1.666,0.455,78.62,0.51,1.642,986,1290,76.64,0.469,3.663,0.273,0.934,1004,1210,R1,G6,Large_responce
153,batch1.jpeg,0.687,1.79,0.488,93.809,0.51,1.755,554,736,96.911,0.488,3.665,0.273,0.936,554,736,R1,G5,Large_responce
757,batch2.jpeg,0.725,1.838,0.502,80.903,0.51,1.796,601,1778,81.69,0.512,3.66,0.273,0.936,609,1689,R1,G6,Large_responce
678,batch2.jpeg,0.582,1.649,0.45,87.553,0.51,1.62,621,1306,85.914,0.453,3.666,0.273,0.936,626,1222,R1,G7,Control
1243,batch4.jpeg,1.129,2.294,0.626,74.121,0.51,2.271,255,1361,72.408,0.637,3.662,0.273,0.939,274,1278,R1,G5,Large_responce
1848,C5.jpeg,0.714,1.824,0.498,89.473,0.51,1.785,440,1270,84.958,0.497,3.66,0.273,0.94,445,1202,R1,G5,Control
1493,batch5.jpeg,1.118,2.285,0.623,74.671,0.51,2.26,909,1262,75.801,0.63,3.669,0.273,0.94,923,1179,R1,G5,Large_responce
592,batch3.jpeg,0.803,1.934,0.529,90.213,0.51,1.877,148,313,94.351,0.545,3.657,0.273,0.942,148,313,R1,G4,Large_responce
1325,batch4.jpeg,0.755,1.878,0.512,93.217,0.51,1.83,430,750,96.892,0.514,3.667,0.273,0.943,430,750,R1,G6,Large_responce
1459,batch5.jpeg,0.978,2.135,0.583,88.324,0.51,2.096,275,1134,84.218,0.581,3.661,0.273,0.945,275,1055,R1,G5,Large_responce
332,batch1.jpeg,0.854,1.997,0.544,90.547,0.51,1.947,1119,1607,95.886,0.539,3.669,0.273,0.947,1119,1607,R1,G6,Large_responce
1405,batch4.jpeg,0.811,1.945,0.531,91.87,0.51,1.907,1163,1185,96.009,0.533,3.666,0.273,0.947,1163,1185,R1,G6,Large_responce
1779,batch5.jpeg,0.785,1.911,0.523,91.7,0.51,1.872,236,1336,97.352,0.519,3.657,0.273,0.948,236,1336,R1,G6,Large_responce
881,batch3.jpg,0.596,1.666,0.455,177.36,0.51,1.625,3094,962,175.412,0.462,3.659,0.273,0.953,3128,945,R1,G6,Control
481,batch2.jpeg,0.786,1.916,0.522,89.529,0.51,1.858,916,1502,84.976,0.508,3.67,0.273,0.954,912,1411,R1,G4,Large_responce
321,batch1.jpg,0.59,1.658,0.453,1.567,0.51,1.61,2408,2245,178.577,0.45,3.657,0.273,0.959,2439,2230,R1,G6,Control
292,C1.jpeg,0.754,1.87,0.513,84.678,0.51,1.875,683,1166,81.983,0.515,3.644,0.274,0.923,684,1095,R1,G5,Control
1183,batch4.jpeg,0.907,2.054,0.562,99.964,0.51,2.04,197,981,100.437,0.573,3.653,0.274,0.932,197,981,R1,G5,Large_responce
64,batch1.jpeg,0.707,1.812,0.497,91.069,0.51,1.799,963,272,96.137,0.5,3.643,0.274,0.933,963,272,R1,G7,Control
60,batch6.jpeg,0.741,1.857,0.508,94.125,0.51,1.827,228,285,96.892,0.516,3.656,0.274,0.943,228,285,R1,G7,Control
1721,batch5.jpeg,0.897,2.043,0.559,90.282,0.51,1.985,1277,1050,95.194,0.559,3.656,0.274,0.945,1277,1050,R1,G6,Large_responce
207,batch1.jpeg,0.552,1.601,0.439,92.292,0.51,1.586,493,1036,96.263,0.442,3.648,0.274,0.945,493,1036,R1,G7,Control
59,batch5.jpeg,0.553,1.604,0.439,88.352,0.51,1.58,685,471,84.068,0.429,3.655,0.274,0.95,682,394,R1,G4,Control
658,batch2.jpeg,0.922,2.069,0.567,88.573,0.51,2.023,238,1340,85.471,0.559,3.649,0.274,0.952,245,1239,R1,G6,Large_responce
538,batch2.jpg,0.681,1.778,0.488,173.287,0.51,1.736,1719,1325,175.373,0.486,3.646,0.274,0.956,1740,1299,R1,G6,Control
205,C1.jpeg,0.601,1.668,0.459,84.996,0.51,1.657,415,848,83.66,0.476,3.639,0.275,0.914,416,785,R1,G5,Control
2074,batch6.jpeg,0.699,1.799,0.495,69.807,0.51,1.746,1301,1199,67.834,0.499,3.638,0.275,0.933,1332,1118,R1,G6,Large_responce
939,batch3.jpeg,0.789,1.912,0.526,90.704,0.51,1.866,1317,709,95.528,0.519,3.636,0.275,0.935,1317,709,R1,G6,Large_responce
601,batch2.jpeg,1.09,2.246,0.618,74.58,0.51,2.263,258,1200,73.045,0.632,3.632,0.275,0.937,280,1118,R1,G5,Large_responce
491,batch2.jpeg,0.792,1.913,0.527,81.615,0.51,1.895,158,1522,77.605,0.54,3.632,0.275,0.938,167,1430,R1,G4,Large_responce
121,batch6.jpeg,0.724,1.832,0.503,94.935,0.51,1.81,994,646,97.595,0.51,3.641,0.275,0.939,994,646,R1,G7,Control
1069,batch4.jpeg,0.755,1.87,0.514,96.259,0.51,1.855,996,1484,93.772,0.515,3.636,0.275,0.942,996,1484,R1,G4,Large_responce
887,Control 4.jpg,0.488,1.502,0.413,178.489,0.51,1.466,3472,1777,176.399,0.41,3.633,0.275,0.953,3553,1760,R1,G2,Control
529,batch2.jpg,0.622,1.696,0.467,3.876,0.51,1.652,2549,1276,6.953,0.464,3.635,0.275,0.956,2639,1240,R1,G6,Control
1853,batch5.jpg,0.705,1.806,0.497,2.955,0.51,1.793,3118,1852,3.517,0.493,3.634,0.275,0.956,3206,1823,R1,G6,Control
965,batch3.jpg,0.777,1.898,0.521,175.861,0.51,1.851,740,1456,173.797,0.508,3.641,0.275,0.961,769,1437,R1,G6,Control
1086,batch4.jpeg,0.731,1.836,0.507,89.572,0.51,1.828,447,656,94.699,0.524,3.624,0.276,0.915,447,656,R1,G7,Large_responce
426,batch6.jpeg,0.675,1.766,0.487,101.951,0.51,1.741,175,747,104.365,0.486,3.628,0.276,0.927,180,746,R1,G7,Large_responce
961,C3.jpeg,0.695,1.79,0.494,90.538,0.51,1.779,907,965,87.474,0.497,3.62,0.276,0.933,909,897,R1,G5,Control
358,batch1.jpeg,0.722,1.826,0.503,88.147,0.51,1.804,763,1889,88.755,0.51,3.628,0.276,0.935,764,1797,R1,G4,Control
131,batch6.jpeg,0.749,1.857,0.513,91.184,0.51,1.838,848,657,93.731,0.518,3.619,0.276,0.936,848,657,R1,G7,Control
1713,C5.jpeg,0.774,1.891,0.521,97.207,0.51,1.872,844,752,102.095,0.536,3.629,0.276,0.937,851,751,R1,G5,Control
34,batch5.jpeg,0.738,1.846,0.509,96.448,0.51,1.824,1111,267,95.136,0.528,3.627,0.276,0.938,1111,267,R1,G4,Control
694,batch3.jpeg,0.882,2.017,0.557,96.635,0.51,2,293,941,94.667,0.56,3.622,0.276,0.942,293,941,R1,G4,Large_responce
286,batch1.jpg,0.582,1.639,0.452,3.597,0.51,1.611,1067,2042,6.772,0.452,3.623,0.276,0.945,1171,2008,R1,G6,Control
333,batch1.jpeg,0.633,1.708,0.472,87.711,0.51,1.67,676,1780,86.634,0.471,3.619,0.276,0.946,679,1695,R1,G4,Control
105,batch1.jpeg,0.766,1.879,0.519,91.766,0.51,1.846,447,582,95.587,0.519,3.62,0.276,0.954,447,582,R1,G6,Large_responce
341,C1.jpeg,0.56,1.603,0.445,83.377,0.51,1.595,744,1324,79.611,0.464,3.606,0.277,0.9,754,1264,R1,G5,Control
1291,batch4.jpeg,0.732,1.834,0.508,90.584,0.51,1.784,1282,708,84.864,0.553,3.608,0.277,0.916,1288,619,R1,G6,Large_responce
567,batch6.jpeg,1.044,2.189,0.607,89.389,0.51,2.163,635,1598,93.27,0.596,3.604,0.277,0.936,635,1598,R1,G7,Large_responce
300,batch4.jpeg,0.695,1.788,0.495,81.706,0.51,1.749,1040,1707,82.794,0.495,3.612,0.277,0.937,1046,1620,R1,G4,Control
1842,batch5.jpg,0.644,1.723,0.476,176.043,0.51,1.691,1156,1776,173.548,0.484,3.616,0.277,0.941,1211,1758,R1,G6,Control
947,Large 3.jpg,0.626,1.697,0.47,5.803,0.51,1.66,920,2690,7.667,0.465,3.612,0.277,0.949,1051,2656,R1,G3,Large_responce
1559,batch4.jpg,0.611,1.675,0.465,1.262,0.51,1.632,2921,2588,177.19,0.46,3.606,0.277,0.957,3052,2564,R1,G6,Control
